iterationName	gameid	time	stimulusHalf	condition	paho	lake	hili	moni	howu	gule	line	nupi	wimu	target	finalRole	eventType
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960048893	square	mixed	false	false	false	false	false	false	false	false	false	undefined	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960049848	square	mixed	false	true	false	false	true	false	false	false	false	blueSquare1	speaker	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960054823	square	mixed	false	false	false	false	true	false	true	false	false	blueSquare2	speaker	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960058005	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960068893	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960071537	square	mixed	false	false	false	false	false	false	false	true	true	redSquare1	speaker	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960073005	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960075549	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960075568	square	mixed	false	false	false	false	false	true	false	false	true	redSquare2	speaker	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960078325	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960082917	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960085267	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960087340	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960089662	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960091988	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960095084	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960097437	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960100028	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960102981	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960105181	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960107317	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960109877	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960112245	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960115189	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960117589	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960120113	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960122357	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960124741	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960126748	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960129285	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960131653	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960134173	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960136645	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960156284	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960158301	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960161053	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960163189	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960167957	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960173444	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960175884	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960179140	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960187132	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960190340	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960193365	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960196876	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960201244	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960203316	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960205540	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960207748	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960209766	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960222404	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960224812	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960227260	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960229716	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960231924	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960234900	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960237460	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960239876	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960245332	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960248076	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960250124	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960252164	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960254284	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960256437	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960293036	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960295396	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960297500	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960301404	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960303436	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960354828	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960357348	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960359380	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960361516	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960363628	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960387516	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960413531	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960424052	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960429923	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960432067	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960434155	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960436291	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960438507	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960440595	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960442683	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960444771	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960447035	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960449355	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960451630	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960453843	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960456171	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960458229	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960474510	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960486940	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960502723	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960637434	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960738266	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960741370	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960743474	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960745554	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960747738	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960749810	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960751986	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960754114	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960756250	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960902953	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960905346	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531960953514	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961132448	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961134561	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961136720	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961139097	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961141168	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961143232	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961145250	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961147368	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961149520	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961151568	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961153777	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961155992	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961158088	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961160314	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961162489	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961164616	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961170937	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961173064	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961175152	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961177192	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961302095	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961304167	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961307783	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961312760	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961314807	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961316888	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961318968	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961321096	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961323240	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961325255	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961327343	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961329369	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961331391	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961333463	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961335503	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961337583	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961339779	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961341816	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961343935	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961346015	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961348024	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961350063	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961352127	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961354248	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961356599	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961359600	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531961361743	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment2_pilot	2506-5f9a6e22-2a88-419e-aae6-09b9fe35631e	1531962336223	square	mixed	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
